ProjectURL,SHA,Test,project_name,java_class,test_method,module,source_file,test_method_code
https://github.com/activiti/activiti,b11f757a,org.activiti.spring.test.servicetask.ServiceTaskSpringDelegationTest#testAsyncMethodExpressionOnSpringBean,activiti-activiti,org.activiti.spring.test.servicetask.ServiceTaskSpringDelegationTest,testAsyncMethodExpressionOnSpringBean,activiti-spring,activiti-spring/src/test/java/org/activiti/spring/test/servicetask/ServiceTaskSpringDelegationTest.java,"@Deployment
  public void testAsyncMethodExpressionOnSpringBean() {
    ProcessInstance procInst = runtimeService.startProcessInstanceByKey(""methodExpressionOnSpringBean"");
    assertTrue(JobTestHelper.areJobsAvailable(managementService));
    waitForJobExecutorToProcessAllJobs(5000, 500);
    assertEquals(""ACTIVITI BPMN 2.0 PROCESS ENGINE"", runtimeService.getVariable(procInst.getId(), ""myVar""));
  }"
https://github.com/activiti/activiti,b11f757a,org.activiti.spring.test.jobexecutor.SpringAsyncExecutorTest#testHappyJobExecutorPath,activiti-activiti,org.activiti.spring.test.jobexecutor.SpringAsyncExecutorTest,testHappyJobExecutorPath,activiti-spring,activiti-spring/src/test/java/org/activiti/spring/test/jobexecutor/SpringAsyncExecutorTest.java,"@Test
  public void testHappyJobExecutorPath() throws Exception {

    ProcessInstance instance = runtimeService.startProcessInstanceByKey(""process1"");
    assertNotNull(instance);
    waitForTasksToExpire();

    List<Task> activeTasks = taskService.createTaskQuery().processInstanceId(instance.getId()).list();
    assertTrue(activeTasks.isEmpty());
  }"
https://github.com/activiti/activiti,b11f757a,org.activiti.engine.test.jobexecutor.AsyncExecutorTest#testAsyncExecutorDisabledOnOneEngine,activiti-activiti,org.activiti.engine.test.jobexecutor.AsyncExecutorTest,testAsyncExecutorDisabledOnOneEngine,activiti-engine,activiti-engine/src/test/java/org/activiti/engine/test/jobexecutor/AsyncExecutorTest.java,"@Test
  public void testAsyncExecutorDisabledOnOneEngine() {

    ProcessEngine firstProcessEngine = null;
    ProcessEngine secondProcessEngine = null;

    try {

      // Deploy on one engine, where the async executor is disabled
      firstProcessEngine = createProcessEngine(false);
      Date now = setClockToCurrentTime(firstProcessEngine);
      deploy(firstProcessEngine, ""AsyncExecutorTest.testRegularAsyncExecution.bpmn20.xml"");

      // Start process instance on first engine
      firstProcessEngine.getRuntimeService().startProcessInstanceByKey(""asyncExecutor"");

      // Move clock 5 minutes and 1 second. Triggers the timer normally,
      // but not now since async execution is disabled
      addSecondsToCurrentTime(firstProcessEngine, 301); // 301 = 5m01s
      Assert.assertEquals(1, firstProcessEngine.getTaskService().createTaskQuery().taskName(""The Task"").count());
      Assert.assertEquals(0, firstProcessEngine.getTaskService().createTaskQuery().taskName(""Task after timer"").count());
      Assert.assertEquals(1, firstProcessEngine.getManagementService().createTimerJobQuery().count());

      // Create second engine, with async executor enabled. Same time as
      // the first engine to start, then add 301 seconds
      secondProcessEngine = createProcessEngine(true, now);
      addSecondsToCurrentTime(secondProcessEngine, 361);
      waitForAllJobsBeingExecuted(secondProcessEngine);

      // Verify if all is as expected
      Assert.assertEquals(0, firstProcessEngine.getTaskService().createTaskQuery().taskName(""The Task"").count());
      Assert.assertEquals(1, firstProcessEngine.getTaskService().createTaskQuery().taskName(""Task after timer"").count());
      Assert.assertEquals(0, firstProcessEngine.getManagementService().createTimerJobQuery().count());
      Assert.assertEquals(0, firstProcessEngine.getManagementService().createJobQuery().count());

      Assert.assertEquals(0, getAsyncExecutorJobCount(firstProcessEngine));
      Assert.assertEquals(1, getAsyncExecutorJobCount(secondProcessEngine));

    } finally {

      // Clean up
      cleanup(firstProcessEngine);
      cleanup(secondProcessEngine);

    }

  }"
https://github.com/activiti/activiti,b11f757a,org.activiti.engine.test.jobexecutor.AsyncExecutorTest#testRegularAsyncExecution,activiti-activiti,org.activiti.engine.test.jobexecutor.AsyncExecutorTest,testRegularAsyncExecution,activiti-engine,activiti-engine/src/test/java/org/activiti/engine/test/jobexecutor/AsyncExecutorTest.java,"@Test
  public void testRegularAsyncExecution() {

    ProcessEngine processEngine = null;

    try {
      // Deploy
      processEngine = createProcessEngine(true);
      setClockToCurrentTime(processEngine);
      deploy(processEngine, ""AsyncExecutorTest.testRegularAsyncExecution.bpmn20.xml"");

      // Start process instance. Wait for all jobs to be done
      processEngine.getRuntimeService().startProcessInstanceByKey(""asyncExecutor"");

      // Move clock 3 minutes. Nothing should happen
      addSecondsToCurrentTime(processEngine, 180L);
      try {
        waitForAllJobsBeingExecuted(processEngine, 500L);
        Assert.fail();
      } catch (ActivitiException e) {
        // Expected
      }
      Assert.assertEquals(1, processEngine.getTaskService().createTaskQuery().taskName(""The Task"").count());
      Assert.assertEquals(0, processEngine.getTaskService().createTaskQuery().taskName(""Task after timer"").count());
      Assert.assertEquals(1, processEngine.getManagementService().createTimerJobQuery().count());
      Assert.assertEquals(0, getAsyncExecutorJobCount(processEngine));

      // Move clock 3 minutes and 1 second. Triggers the timer
      addSecondsToCurrentTime(processEngine, 181);
      waitForAllJobsBeingExecuted(processEngine);

      // Verify if all is as expected
      Assert.assertEquals(0, processEngine.getTaskService().createTaskQuery().taskName(""The Task"").count());
      Assert.assertEquals(1, processEngine.getTaskService().createTaskQuery().taskName(""Task after timer"").count());
      Assert.assertEquals(0, processEngine.getManagementService().createTimerJobQuery().count());
      Assert.assertEquals(0, processEngine.getManagementService().createJobQuery().count());

      Assert.assertEquals(1, getAsyncExecutorJobCount(processEngine));
    } finally {

      // Clean up
      if (processEngine != null) {
        cleanup(processEngine);
      }
    }
  }"
https://github.com/activiti/activiti,b11f757a,org.activiti.engine.test.jobexecutor.AsyncExecutorTest#testAsyncFailingScript,activiti-activiti,org.activiti.engine.test.jobexecutor.AsyncExecutorTest,testAsyncFailingScript,activiti-engine,activiti-engine/src/test/java/org/activiti/engine/test/jobexecutor/AsyncExecutorTest.java,"@Test
  public void testAsyncFailingScript() {

    ProcessEngine processEngine = null;

    try {

      // Deploy
      processEngine = createProcessEngine(true);
      processEngine.getProcessEngineConfiguration().getClock().reset();
      deploy(processEngine, ""AsyncExecutorTest.testAsyncFailingScript.bpmn20.xml"");
      
      // There is a back off mechanism for the retry, so need a bit of
      // time. But to be sure, we make the wait time small
      processEngine.getProcessEngineConfiguration().setAsyncFailedJobWaitTime(1);
      processEngine.getProcessEngineConfiguration().setDefaultFailedJobWaitTime(1);

      // Start process instance. Wait for all jobs to be done.
      processEngine.getRuntimeService().startProcessInstanceByKey(""asyncScript"");

      final ProcessEngine processEngineCopy = processEngine;
      JobTestHelper.waitForJobExecutorOnCondition(processEngine.getProcessEngineConfiguration(), 10000L, 1000L, new Callable<Boolean>() {
        @Override
        public Boolean call() throws Exception {
          long timerJobCount = processEngineCopy.getManagementService().createTimerJobQuery().count();
          if (timerJobCount == 0) {
            return processEngineCopy.getManagementService().createJobQuery().count() == 0;
          } else {
            return false;
          }
        }
      });

      // Verify if all is as expected
      Assert.assertEquals(0, processEngine.getTaskService().createTaskQuery().taskName(""Task after script"").count());
      Assert.assertEquals(0, processEngine.getManagementService().createJobQuery().count());
      Assert.assertEquals(1, processEngine.getManagementService().createDeadLetterJobQuery().count());

      Assert.assertEquals(3, getAsyncExecutorJobCount(processEngine));

    } finally {

      // Clean up
      cleanup(processEngine);
    }
  }"
https://github.com/activiti/activiti,b11f757a,org.activiti.engine.test.api.repository.ProcessDefinitionSuspensionTest#testDelayedActivateProcessDefinition,activiti-activiti,org.activiti.engine.test.api.repository.ProcessDefinitionSuspensionTest,testDelayedActivateProcessDefinition,activiti-engine,activiti-engine/src/test/java/org/activiti/engine/test/api/repository/ProcessDefinitionSuspensionTest.java,"@Deployment(resources = { ""org/activiti/engine/test/api/runtime/oneTaskProcess.bpmn20.xml"" })
  public void testDelayedActivateProcessDefinition() {

    Date startTime = new Date();
    processEngineConfiguration.getClock().setCurrentTime(startTime);

    ProcessDefinition processDefinition = repositoryService.createProcessDefinitionQuery().singleResult();
    repositoryService.suspendProcessDefinitionById(processDefinition.getId());

    // Try to start process instance. It should fail now.
    try {
      runtimeService.startProcessInstanceById(processDefinition.getId());
      fail();
    } catch (ActivitiException e) {
      assertTextPresentIgnoreCase(""suspended"", e.getMessage());
    }
    assertEquals(0, runtimeService.createProcessInstanceQuery().count());
    assertEquals(0, repositoryService.createProcessDefinitionQuery().active().count());
    assertEquals(1, repositoryService.createProcessDefinitionQuery().suspended().count());

    // Activate in a day from now
    long oneDayFromStart = startTime.getTime() + (24 * 60 * 60 * 1000);
    repositoryService.activateProcessDefinitionById(processDefinition.getId(), false, new Date(oneDayFromStart));

    // Move clock two days and let job executor run
    long twoDaysFromStart = startTime.getTime() + (2 * 24 * 60 * 60 * 1000);
    processEngineConfiguration.getClock().setCurrentTime(new Date(twoDaysFromStart));
    waitForJobExecutorToProcessAllJobs(5000L, 50L);

    // Starting a process instance should now succeed
    runtimeService.startProcessInstanceById(processDefinition.getId());
    assertEquals(1, runtimeService.createProcessInstanceQuery().count());
    assertEquals(1, repositoryService.createProcessDefinitionQuery().active().count());
    assertEquals(0, repositoryService.createProcessDefinitionQuery().suspended().count());
  }"
https://github.com/activiti/activiti,b11f757a,org.activiti.engine.test.api.repository.ProcessDefinitionSuspensionTest#testSuspendProcessInstancesDuringProcessDefinitionSuspend,activiti-activiti,org.activiti.engine.test.api.repository.ProcessDefinitionSuspensionTest,testSuspendProcessInstancesDuringProcessDefinitionSuspend,activiti-engine,activiti-engine/src/test/java/org/activiti/engine/test/api/repository/ProcessDefinitionSuspensionTest.java,"@Deployment(resources = { ""org/activiti/engine/test/api/runtime/oneTaskProcess.bpmn20.xml"" })
  public void testSuspendProcessInstancesDuringProcessDefinitionSuspend() {

    int nrOfProcessInstances = 9;

    // Fire up a few processes for the deployed process definition
    ProcessDefinition processDefinition = repositoryService.createProcessDefinitionQuery().singleResult();
    for (int i = 0; i < nrOfProcessInstances; i++) {
      runtimeService.startProcessInstanceByKey(processDefinition.getKey());
    }
    assertEquals(nrOfProcessInstances, runtimeService.createProcessInstanceQuery().count());
    assertEquals(0, runtimeService.createProcessInstanceQuery().suspended().count());
    assertEquals(nrOfProcessInstances, runtimeService.createProcessInstanceQuery().active().count());

    // Suspend process definitions and include process instances
    repositoryService.suspendProcessDefinitionById(processDefinition.getId(), true, null);

    // Verify all process instances are also suspended
    for (ProcessInstance processInstance : runtimeService.createProcessInstanceQuery().list()) {
      assertTrue(processInstance.isSuspended());
    }

    // Verify all process instances can't be continued
    for (Task task : taskService.createTaskQuery().list()) {
      try {
        taskService.complete(task.getId());
        fail(""A suspended task shouldn't be able to be continued"");
      } catch (ActivitiException e) {
        // This is good
      }
    }
    assertEquals(nrOfProcessInstances, runtimeService.createProcessInstanceQuery().count());
    assertEquals(nrOfProcessInstances, runtimeService.createProcessInstanceQuery().suspended().count());
    assertEquals(0, runtimeService.createProcessInstanceQuery().active().count());

    // Activate the process definition again
    repositoryService.activateProcessDefinitionById(processDefinition.getId(), true, null);

    // Verify that all process instances can be completed
    for (Task task : taskService.createTaskQuery().list()) {
      taskService.complete(task.getId());
    }
    assertEquals(0, runtimeService.createProcessInstanceQuery().count());
    assertEquals(0, runtimeService.createProcessInstanceQuery().suspended().count());
    assertEquals(0, runtimeService.createProcessInstanceQuery().active().count());
  }"
https://github.com/activiti/activiti,b11f757a,org.activiti.engine.test.api.repository.ProcessDefinitionSuspensionTest#testDelayedSuspendMultipleProcessDefinitionsByKey,activiti-activiti,org.activiti.engine.test.api.repository.ProcessDefinitionSuspensionTest,testDelayedSuspendMultipleProcessDefinitionsByKey,activiti-engine,activiti-engine/src/test/java/org/activiti/engine/test/api/repository/ProcessDefinitionSuspensionTest.java,"public void testDelayedSuspendMultipleProcessDefinitionsByKey() {

    Date startTime = new Date();
    processEngineConfiguration.getClock().setCurrentTime(startTime);
    final long hourInMs = 60 * 60 * 1000;

    // Deploy five versions of the same process
    int nrOfProcessDefinitions = 5;
    for (int i = 0; i < nrOfProcessDefinitions; i++) {
      repositoryService.createDeployment().addClasspathResource(""org/activiti/engine/test/api/runtime/oneTaskProcess.bpmn20.xml"").deploy();
    }
    assertEquals(nrOfProcessDefinitions, repositoryService.createProcessDefinitionQuery().count());
    assertEquals(nrOfProcessDefinitions, repositoryService.createProcessDefinitionQuery().active().count());
    assertEquals(0, repositoryService.createProcessDefinitionQuery().suspended().count());

    // Start process instance
    runtimeService.startProcessInstanceByKey(""oneTaskProcess"");

    // Suspend all process definitions with same key in 2 hours from now
    repositoryService.suspendProcessDefinitionByKey(""oneTaskProcess"", true, new Date(startTime.getTime() + (2 * hourInMs)));
    assertEquals(nrOfProcessDefinitions, repositoryService.createProcessDefinitionQuery().count());
    assertEquals(nrOfProcessDefinitions, repositoryService.createProcessDefinitionQuery().active().count());
    assertEquals(0, repositoryService.createProcessDefinitionQuery().suspended().count());
    assertEquals(1, runtimeService.createProcessInstanceQuery().active().count());

    // Verify a job is created for each process definition
    assertEquals(nrOfProcessDefinitions, managementService.createTimerJobQuery().count());
    for (ProcessDefinition processDefinition : repositoryService.createProcessDefinitionQuery().list()) {
      assertEquals(1, managementService.createTimerJobQuery().processDefinitionId(processDefinition.getId()).count());
    }

    // Move time 3 hours and run job executor
    processEngineConfiguration.getClock().setCurrentTime(new Date(startTime.getTime() + (3 * hourInMs)));
    waitForJobExecutorToProcessAllJobsAndExecutableTimerJobs(30000L, 100L);
    assertEquals(nrOfProcessDefinitions, repositoryService.createProcessDefinitionQuery().count());
    assertEquals(0, repositoryService.createProcessDefinitionQuery().active().count());
    assertEquals(nrOfProcessDefinitions, repositoryService.createProcessDefinitionQuery().suspended().count());
    assertEquals(1, runtimeService.createProcessInstanceQuery().suspended().count());

    // Activate again in 5 hours from now
    repositoryService.activateProcessDefinitionByKey(""oneTaskProcess"", true, new Date(startTime.getTime() + (5 * hourInMs)));
    assertEquals(nrOfProcessDefinitions, repositoryService.createProcessDefinitionQuery().count());
    assertEquals(0, repositoryService.createProcessDefinitionQuery().active().count());
    assertEquals(nrOfProcessDefinitions, repositoryService.createProcessDefinitionQuery().suspended().count());
    assertEquals(1, runtimeService.createProcessInstanceQuery().suspended().count());

    // Move time 6 hours and run job executor
    processEngineConfiguration.getClock().setCurrentTime(new Date(startTime.getTime() + (6 * hourInMs)));
    waitForJobExecutorToProcessAllJobsAndExecutableTimerJobs(60000L, 100L);
    assertEquals(nrOfProcessDefinitions, repositoryService.createProcessDefinitionQuery().count());
    assertEquals(nrOfProcessDefinitions, repositoryService.createProcessDefinitionQuery().active().count());
    assertEquals(0, repositoryService.createProcessDefinitionQuery().suspended().count());
    assertEquals(1, runtimeService.createProcessInstanceQuery().active().count());

    // Clean DB
    for (org.activiti.engine.repository.Deployment deployment : repositoryService.createDeploymentQuery().list()) {
      repositoryService.deleteDeployment(deployment.getId(), true);
    }
  }"
https://github.com/activiti/activiti,b11f757a,org.activiti.engine.test.jobexecutor.JobExecutorTest#testBasicJobExecutorOperation,activiti-activiti,org.activiti.engine.test.jobexecutor.JobExecutorTest,testBasicJobExecutorOperation,activiti-engine,activiti-engine/src/test/java/org/activiti/engine/test/jobexecutor/JobExecutorTest.java,"public void testBasicJobExecutorOperation() throws Exception {
    CommandExecutor commandExecutor = processEngineConfiguration.getCommandExecutor();
    commandExecutor.execute(new Command<Void>() {
      public Void execute(CommandContext commandContext) {
        JobManager jobManager = commandContext.getJobManager();
        jobManager.execute(createTweetMessage(""message-one""));
        jobManager.execute(createTweetMessage(""message-two""));
        jobManager.execute(createTweetMessage(""message-three""));
        jobManager.execute(createTweetMessage(""message-four""));

        TimerJobEntityManager timerJobManager = commandContext.getTimerJobEntityManager();
        timerJobManager.insert(createTweetTimer(""timer-one"", new Date()));
        timerJobManager.insert(createTweetTimer(""timer-one"", new Date()));
        timerJobManager.insert(createTweetTimer(""timer-two"", new Date()));
        return null;
      }
    });

    GregorianCalendar currentCal = new GregorianCalendar();
    currentCal.add(Calendar.MINUTE, 1);
    processEngineConfiguration.getClock().setCurrentTime(currentCal.getTime());

    waitForJobExecutorToProcessAllJobs(8000L, 200L);

    Set<String> messages = new HashSet<String>(tweetHandler.getMessages());
    Set<String> expectedMessages = new HashSet<String>();
    expectedMessages.add(""message-one"");
    expectedMessages.add(""message-two"");
    expectedMessages.add(""message-three"");
    expectedMessages.add(""message-four"");
    expectedMessages.add(""timer-one"");
    expectedMessages.add(""timer-two"");

    assertEquals(new TreeSet<String>(expectedMessages), new TreeSet<String>(messages));
  }"
https://github.com/activiti/activiti,b11f757a,org.activiti.engine.test.bpmn.gateway.EventBasedGatewayTest#testCatchTimerCancelsSignal,activiti-activiti,org.activiti.engine.test.bpmn.gateway.EventBasedGatewayTest,testCatchTimerCancelsSignal,activiti-engine,activiti-engine/src/test/java/org/activiti/engine/test/bpmn/gateway/EventBasedGatewayTest.java,"@Deployment(resources = {""org/activiti/engine/test/bpmn/gateway/EventBasedGatewayTest.testCatchAlertAndTimer.bpmn20.xml""})
    public void testCatchTimerCancelsSignal() {

        ProcessInstance processInstance = runtimeService.startProcessInstanceByKey(""catchSignal"");

        assertEquals(1,
                     createEventSubscriptionQuery().count());
        assertEquals(1,
                     runtimeService.createProcessInstanceQuery().count());
        assertEquals(1,
                     managementService.createTimerJobQuery().count());

        processEngineConfiguration.getClock().setCurrentTime(new Date(processEngineConfiguration.getClock().getCurrentTime().getTime() + 10000));

        // wait for timer to fire
        waitForJobExecutorToProcessAllJobs(10000,
                                           100);

        assertEquals(0,
                     createEventSubscriptionQuery().count());
        assertEquals(1,
                     runtimeService.createProcessInstanceQuery().count());
        assertEquals(0,
                     managementService.createJobQuery().count());
        assertEquals(0,
                     managementService.createTimerJobQuery().count());

        Task task = taskService.createTaskQuery().taskName(""afterTimer"").singleResult();

        assertNotNull(task);

        taskService.complete(task.getId());

        assertHistoricActivitiesDeleteReason(processInstance,
                                             DeleteReason.EVENT_BASED_GATEWAY_CANCEL,
                                             ""signalEvent"");
    }"
